year,month,city,district,price_riyals,area_m2,no_deals,status,realstate_cls,realstate_type,month_order
2020,فبراير,جده,حي/الاجواد,8897434,3204.73,15,معتمدة,,,2
2020,مارس,جده,حي/الاجواد,13713658,11759.74,12,معتمدة,,,3
2020,ابريل,جده,حي/الاجواد,410000,116.35,1,معتمدة,,,4
2020,مايو,جده,حي/الاجواد,2850000,844.46,5,معتمدة,,,5
2020,يونيو,جده,حي/الاجواد,19233400,8347.26,21,معتمدة,,,6
2020,يوليو,جده,حي/الاجواد,5990499,4690.79,12,معتمدة,,,7
2020,اوغسطس,جده,حي/الاجواد,5337244,2641.48,6,معتمدة,,,8
2020,سبتمبر,جده,حي/الاجواد,6923650,3862.309999999999,17,معتمدة,,,9
2020,اكتوبر,جده,حي/الاجواد,9399974,4989.3,22,معتمدة,,,10
2020,نوفمبر,جده,حي/الاجواد,8987677,3464.656,11,معتمدة,,,11
2020,ديسمبر,جده,حي/الاجواد,3069371,1915.6,6,معتمدة,,,12
2020,يونيو,جده,حي/الاجواد الجنوبى,0,0.0,0,معتمدة,,,6
2020,يناير,جده,حي/الاصالة,3785000,1800.0,3,معتمدة,,,1
2020,فبراير,جده,حي/الاصالة,1800000,1580.0,3,معتمدة,,,2
2020,مارس,جده,حي/الاصالة,3700000,2400.0,4,معتمدة,,,3
2020,ابريل,جده,حي/الاصالة,524571,600.0,1,معتمدة,,,4
2020,مايو,جده,حي/الاصالة,1686000,1868.75,3,معتمدة,,,5
2020,يونيو,جده,حي/الاصالة,6170000,54815.0,6,معتمدة,,,6
2020,يوليو,جده,حي/الاصالة,4880000,2100.0,4,معتمدة,,,7
2020,اوغسطس,جده,حي/الاصالة,1150000,1200.0,2,معتمدة,,,8
2020,سبتمبر,جده,حي/الاصالة,5224433,3641.0,7,معتمدة,,,9
2020,اكتوبر,جده,حي/الاصالة,2175000,1736.8,3,معتمدة,,,10
2020,نوفمبر,جده,حي/الاصالة,3462226,2100.0,4,معتمدة,,,11
2020,ديسمبر,جده,حي/الاصالة,3100000,1170.0,2,معتمدة,,,12
2020,ابريل,جده,حي/الامراء رقم سته,0,0.0,0,معتمدة,,,4
2020,اوغسطس,جده,حي/الامراء رقم سته,0,0.0,0,معتمدة,,,8
2020,يناير,جده,حي/الامواج,2672600,1940.0,3,معتمدة,,,1
2020,فبراير,جده,حي/الامواج,17642381,8864.869999999999,16,معتمدة,,,2
2020,مارس,جده,حي/الامواج,5797000,2847.95,5,معتمدة,,,3
2020,ابريل,جده,حي/الامواج,2000000,390.0,1,معتمدة,,,4
2020,مايو,جده,حي/الامواج,44599997,32936.53,64,معتمدة,,,5
2020,يونيو,جده,حي/الامواج,21248536,10968.99,20,معتمدة,,,6
2020,يوليو,جده,حي/الامواج,3522580,2175.0,3,معتمدة,,,7
2020,اوغسطس,جده,حي/الامواج,5344398,1881.5,4,معتمدة,,,8
2020,سبتمبر,جده,حي/الامواج,18191925,8522.5,13,معتمدة,,,9
2020,اكتوبر,جده,حي/الامواج,29760658,19565.2,14,معتمدة,,,10
2020,نوفمبر,جده,حي/الامواج,15477738,5994.959999999999,12,معتمدة,,,11
2020,ديسمبر,جده,حي/الامواج,26070000,16030.7,10,معتمدة,,,12
2020,يناير,جده,حي/الامير فواز الجنوبى,7680000,2104.54,3,معتمدة,,,1
2020,فبراير,جده,حي/الامير فواز الجنوبى,13059780,4353.26,1,معتمدة,,,2
2020,مارس,جده,حي/الامير فواز الجنوبى,0,0.0,0,معتمدة,,,3
2020,ابريل,جده,حي/الامير فواز الجنوبى,0,0.0,0,معتمدة,,,4
2020,مايو,جده,حي/الامير فواز الجنوبى,0,0.0,0,معتمدة,,,5
2020,يونيو,جده,حي/الامير فواز الجنوبى,1070000,600.0,1,معتمدة,,,6
2020,يوليو,جده,حي/الامير فواز الجنوبى,1450000,703.04,2,معتمدة,,,7
2020,اوغسطس,جده,حي/الامير فواز الجنوبى,0,0.0,0,معتمدة,,,8
2020,سبتمبر,جده,حي/الامير فواز الجنوبى,1238400,535.66,1,معتمدة,,,9
2020,اكتوبر,جده,حي/الامير فواز الجنوبى,1900000,1118.0,2,معتمدة,,,10
2020,نوفمبر,جده,حي/الامير فواز الجنوبى,0,0.0,0,معتمدة,,,11
2020,ديسمبر,جده,حي/الامير فواز الجنوبى,1300000,648.76,1,معتمدة,,,12
2020,يناير,جده,حي/الامير فواز بن عبدالعزيز,4850000,2700.0,3,معتمدة,,,1
2020,فبراير,جده,حي/الامير فواز بن عبدالعزيز,0,0.0,0,معتمدة,,,2
2020,مارس,جده,حي/الامير فواز بن عبدالعزيز,0,0.0,0,معتمدة,,,3
2020,ابريل,جده,حي/الامير فواز بن عبدالعزيز,1450000,900.0,1,معتمدة,,,4
2020,مايو,جده,حي/الامير فواز بن عبدالعزيز,0,0.0,0,معتمدة,,,5
2020,يونيو,جده,حي/الامير فواز بن عبدالعزيز,2540000,1800.0,2,معتمدة,,,6
2020,يوليو,جده,حي/الامير فواز بن عبدالعزيز,0,0.0,0,معتمدة,,,7
2020,اوغسطس,جده,حي/الامير فواز بن عبدالعزيز,4224986,3600.0,4,معتمدة,,,8
2020,سبتمبر,جده,حي/الامير فواز بن عبدالعزيز,2560468,2700.0,3,معتمدة,,,9
2020,اكتوبر,جده,حي/الامير فواز بن عبدالعزيز,2650000,1800.0,2,معتمدة,,,10
2020,نوفمبر,جده,حي/الامير فواز بن عبدالعزيز,1450004,1800.0,2,معتمدة,,,11
2020,ديسمبر,جده,حي/الامير فواز بن عبدالعزيز,8000000,9729.33,1,معتمدة,,,12
2020,يناير,جده,حي/الاندلس,2100000,888.0,1,معتمدة,,,1
2020,فبراير,جده,حي/الاندلس,9200000,2500.0,1,معتمدة,,,2
2020,مارس,جده,حي/الاندلس,3100000,1071.0,2,معتمدة,,,3
2020,ابريل,جده,حي/الاندلس,0,0.0,0,معتمدة,,,4
2020,مايو,جده,حي/الاندلس,0,0.0,0,معتمدة,,,5
2020,يونيو,جده,حي/الاندلس,2000000,840.0,1,معتمدة,,,6
2020,يوليو,جده,حي/الاندلس,2250000,1475.0,2,معتمدة,,,7
2020,اوغسطس,جده,حي/الاندلس,2500000,660.0,1,معتمدة,,,8
2020,سبتمبر,جده,حي/الاندلس,0,0.0,0,معتمدة,,,9
2020,اكتوبر,جده,حي/الاندلس,1428571,763.0,1,معتمدة,,,10
2020,نوفمبر,جده,حي/الاندلس,103518000,11001.16,3,معتمدة,,,11
2020,ديسمبر,جده,حي/الاندلس,0,0.0,0,معتمدة,,,12
2020,يناير,جده,حي/البحيرات,18165567,24257.28,31,معتمدة,,,1
2020,فبراير,جده,حي/البحيرات,18937500,22617.36,28,معتمدة,,,2
2020,مارس,جده,حي/البحيرات,8737858,9855.630000000001,12,معتمدة,,,3
2020,ابريل,جده,حي/البحيرات,450000,463.61,1,معتمدة,,,4
2020,مايو,جده,حي/البحيرات,600000,900.0,1,معتمدة,,,5
2020,يونيو,جده,حي/البحيرات,41220586,74579.61,45,معتمدة,,,6
2020,يوليو,جده,حي/البحيرات,2970000,4788.18,7,معتمدة,,,7
2020,اوغسطس,جده,حي/البحيرات,23103126,38514.11,20,معتمدة,,,8
2020,سبتمبر,جده,حي/البحيرات,8340000,8026.73,11,معتمدة,,,9
2020,اكتوبر,جده,حي/البحيرات,18734292,20331.06,26,معتمدة,,,10
2020,نوفمبر,جده,حي/البحيرات,48895853,60179.07,71,معتمدة,,,11
2020,ديسمبر,جده,حي/البحيرات,31317500,31933.8,40,معتمدة,,,12
2020,يناير,جده,حي/البخارية,600000,290.04,1,معتمدة,,,1
2020,مارس,جده,حي/البخارية,0,0.0,0,معتمدة,,,3
2020,يوليو,جده,حي/البخارية,360000,516.56,1,معتمدة,,,7
2020,اوغسطس,جده,حي/البخارية,0,0.0,0,معتمدة,,,8
2020,سبتمبر,جده,حي/البخارية,0,0.0,0,معتمدة,,,9
2020,ديسمبر,جده,حي/البخارية,200000,240.53,1,معتمدة,,,12
2020,اكتوبر,جده,حي/البدو,1300000,400.0,1,معتمدة,,,10
2020,نوفمبر,جده,حي/البدو,1200000,380.0,1,معتمدة,,,11
2020,يناير,جده,حي/البساتين,35049312,7740.51,12,معتمدة,,,1
2020,فبراير,جده,حي/البساتين,34878960,8835.7,15,معتمدة,,,2
2020,مارس,جده,حي/البساتين,8900000,1573.9,4,معتمدة,,,3
2020,ابريل,جده,حي/البساتين,0,0.0,0,معتمدة,,,4
2020,مايو,جده,حي/البساتين,3500000,645.5,1,معتمدة,,,5
2020,يونيو,جده,حي/البساتين,88005113,15797.79,25,معتمدة,,,6
2020,يوليو,جده,حي/البساتين,11972500,3303.65,5,معتمدة,,,7
2020,اوغسطس,جده,حي/البساتين,29826531,7657.5,12,معتمدة,,,8
2020,سبتمبر,جده,حي/البساتين,17454366,4235.389999999999,8,معتمدة,,,9
2020,اكتوبر,جده,حي/البساتين,49702280,12297.37,14,معتمدة,,,10
2020,نوفمبر,جده,حي/البساتين,20087687,5548.360000000001,9,معتمدة,,,11
2020,ديسمبر,جده,حي/البساتين,33544679,7728.110000000001,12,معتمدة,,,12
2020,اوغسطس,جده,حي/البساتين غرب طريق المدينة الجديد كيلو 27/25,0,0.0,0,معتمدة,,,8
2020,يناير,جده,حي/البشائر,26346629,112938.43,170,معتمدة,,,1
2020,فبراير,جده,حي/البشائر,22661750,42016.94,66,معتمدة,,,2
2020,مارس,جده,حي/البشائر,14958500,95103.90000000001,130,معتمدة,,,3
2020,ابريل,جده,حي/البشائر,1380000,16679.35,24,معتمدة,,,4
2020,مايو,جده,حي/البشائر,804250,3013.39,5,معتمدة,,,5
2020,يونيو,جده,حي/البشائر,26320238,53453.02999999999,83,معتمدة,,,6
2020,يوليو,جده,حي/البشائر,15326160,36224.37,56,معتمدة,,,7
2020,اوغسطس,جده,حي/البشائر,4940350,14881.75,26,معتمدة,,,8
2020,سبتمبر,جده,حي/البشائر,6811250,22882.05,35,معتمدة,,,9
2020,اكتوبر,جده,حي/البشائر,39461000,106532.79,171,معتمدة,,,10
2020,نوفمبر,جده,حي/البشائر,34974966,59782.98000000001,100,معتمدة,,,11
2020,ديسمبر,جده,حي/البشائر,32421126,52161.59,88,معتمدة,,,12
2020,يناير,جده,حي/البغدادية,600000,172.63,1,معتمدة,,,1
2020,فبراير,جده,حي/البغدادية,0,0.0,0,معتمدة,,,2
2020,مارس,جده,حي/البغدادية,0,0.0,0,معتمدة,,,3
2020,ابريل,جده,حي/البغدادية,0,0.0,0,معتمدة,,,4
2020,مايو,جده,حي/البغدادية,5000000,960.5,1,معتمدة,,,5
2020,يونيو,جده,حي/البغدادية,3590000,2263.62,6,معتمدة,,,6
2020,يوليو,جده,حي/البغدادية,0,0.0,0,معتمدة,,,7
2020,سبتمبر,جده,حي/البغدادية,0,0.0,0,معتمدة,,,9
2020,اكتوبر,جده,حي/البغدادية,0,0.0,0,معتمدة,,,10
2020,نوفمبر,جده,حي/البغدادية,4310000,438.19,1,معتمدة,,,11
2020,ديسمبر,جده,حي/البغدادية,0,0.0,0,معتمدة,,,12
2020,فبراير,جده,حي/البغدادية الشرقية,750000,183.3,1,معتمدة,,,2
2020,مارس,جده,حي/البغدادية الشرقية,0,0.0,0,معتمدة,,,3
2020,مايو,جده,حي/البغدادية الشرقية,750000,270.6,1,معتمدة,,,5
2020,يونيو,جده,حي/البغدادية الشرقية,30500000,14777.26,4,معتمدة,,,6
2020,يوليو,جده,حي/البغدادية الشرقية,0,0.0,0,معتمدة,,,7
2020,اوغسطس,جده,حي/البغدادية الشرقية,180000,90.72,1,معتمدة,,,8
2020,سبتمبر,جده,حي/البغدادية الشرقية,2419000,2699.92,1,معتمدة,,,9
2020,نوفمبر,جده,حي/البغدادية الشرقية,0,0.0,0,معتمدة,,,11
2020,ديسمبر,جده,حي/البغدادية الشرقية,26100000,2790.64,2,معتمدة,,,12
2020,يناير,جده,حي/البغدادية الغربية,4090000,1127.71,5,معتمدة,,,1
2020,فبراير,جده,حي/البغدادية الغربية,395000,114.51,1,معتمدة,,,2
2020,مارس,جده,حي/البغدادية الغربية,1120390,210.84,2,معتمدة,,,3
2020,ابريل,جده,حي/البغدادية الغربية,0,0.0,0,معتمدة,,,4
2020,مايو,جده,حي/البغدادية الغربية,1043950,216.36,2,معتمدة,,,5
2020,يونيو,جده,حي/البغدادية الغربية,17278081,8642.54,8,معتمدة,,,6
2020,يوليو,جده,حي/البغدادية الغربية,4185440,703.49,4,معتمدة,,,7
2020,اوغسطس,جده,حي/البغدادية الغربية,3423115,1063.9,8,معتمدة,,,8
2020,سبتمبر,جده,حي/البغدادية الغربية,2689376,818.5699999999999,4,معتمدة,,,9
2020,اكتوبر,جده,حي/البغدادية الغربية,350000,335.34,3,معتمدة,,,10
2020,نوفمبر,جده,حي/البغدادية الغربية,1805130,2995.19,4,معتمدة,,,11
2020,ديسمبر,جده,حي/البغدادية الغربية,9500000,4279.91,3,معتمدة,,,12
2020,يناير,جده,حي/البلد,750000,651.12,1,معتمدة,,,1
2020,فبراير,جده,حي/البلد,0,0.0,0,معتمدة,,,2
2020,مارس,جده,حي/البلد,0,0.0,0,معتمدة,,,3
2020,ابريل,جده,حي/البلد,0,0.0,0,معتمدة,,,4
2020,مايو,جده,حي/البلد,0,0.0,0,معتمدة,,,5
2020,يونيو,جده,حي/البلد,12720000,1883.69,7,معتمدة,,,6
2020,يوليو,جده,حي/البلد,0,0.0,0,معتمدة,,,7
2020,اوغسطس,جده,حي/البلد,0,0.0,0,معتمدة,,,8
2020,سبتمبر,جده,حي/البلد,0,0.0,0,معتمدة,,,9
2020,اكتوبر,جده,حي/البلد,0,0.0,0,معتمدة,,,10
2020,نوفمبر,جده,حي/البلد,400000,895.5,1,معتمدة,,,11
2020,ديسمبر,جده,حي/البلد,0,0.0,0,معتمدة,,,12
2020,مارس,جده,حي/البلد 2,0,0.0,0,معتمدة,,,3
2020,يناير,جده,حي/البوادر,100000,900.0,1,معتمدة,,,1
2020,فبراير,جده,حي/البوادر,0,0.0,0,معتمدة,,,2
2020,مارس,جده,حي/البوادر,0,0.0,0,معتمدة,,,3
2020,ابريل,جده,حي/البوادر,0,0.0,0,معتمدة,,,4
2020,يونيو,جده,حي/البوادر,475000,2467.5,1,معتمدة,,,6
2020,يوليو,جده,حي/البوادر,95000,900.0,1,معتمدة,,,7
2020,سبتمبر,جده,حي/البوادر,942000,5407.0,7,معتمدة,,,9
2020,اكتوبر,جده,حي/البوادر,280000,2480.0,4,معتمدة,,,10
2020,نوفمبر,جده,حي/البوادر,798000,6017.0,8,معتمدة,,,11
2020,ديسمبر,جده,حي/البوادر,1060000,9003.0,12,معتمدة,,,12
2020,يناير,جده,حي/البوادى,24760000,8198.769999999999,22,معتمدة,,,1
2020,فبراير,جده,حي/البوادى,33518255,9221.690000000002,24,معتمدة,,,2
2020,مارس,جده,حي/البوادى,17208000,3948.79,10,معتمدة,,,3
2020,ابريل,جده,حي/البوادى,2870000,755.29,3,معتمدة,,,4
2020,مايو,جده,حي/البوادى,1301353,346.49,3,معتمدة,,,5
2020,يونيو,جده,حي/البوادى,41291999,10289.28,28,معتمدة,,,6
2020,يوليو,جده,حي/البوادى,2885000,1057.352,7,معتمدة,,,7
2020,اوغسطس,جده,حي/البوادى,13973000,2522.22,13,معتمدة,,,8
2020,سبتمبر,جده,حي/البوادى,22032073,6307.68,15,معتمدة,,,9
2020,اكتوبر,جده,حي/البوادى,24143747,6514.540000000001,15,معتمدة,,,10
2020,نوفمبر,جده,حي/البوادى,22976500,5393.379999999999,20,معتمدة,,,11
2020,ديسمبر,جده,حي/البوادى,15170000,4425.950000000001,15,معتمدة,,,12
2020,يناير,جده,حي/البيان,0,0.0,0,معتمدة,,,1
2020,فبراير,جده,حي/البيان,0,0.0,0,معتمدة,,,2
2020,مارس,جده,حي/البيان,0,0.0,0,معتمدة,,,3
2020,ابريل,جده,حي/البيان,0,0.0,0,معتمدة,,,4
2020,اوغسطس,جده,حي/البيان,170000,887.5,1,معتمدة,,,8
2020,اكتوبر,جده,حي/البيان,80000,2627.4,3,معتمدة,,,10
2020,نوفمبر,جده,حي/البيان,931000,6129.799999999999,7,معتمدة,,,11
2020,ديسمبر,جده,حي/البيان,800000,8100.0,9,معتمدة,,,12
2020,يناير,جده,حي/التوفيق,0,0.0,0,معتمدة,,,1
2020,فبراير,جده,حي/التوفيق,0,0.0,0,معتمدة,,,2
2020,اوغسطس,جده,حي/التوفيق,1153750,1300.0,2,معتمدة,,,8
2020,اكتوبر,جده,حي/التوفيق,1260000,650.0,1,معتمدة,,,10
2020,يناير,جده,حي/الثعالبه,290000,180.12,1,معتمدة,,,1
2020,فبراير,جده,حي/الثعالبه,0,0.0,0,معتمدة,,,2
2020,مارس,جده,حي/الثعالبه,4400000,668.07,1,معتمدة,,,3
2020,ابريل,جده,حي/الثعالبه,0,0.0,0,معتمدة,,,4
2020,مايو,جده,حي/الثعالبه,0,0.0,0,معتمدة,,,5
2020,يونيو,جده,حي/الثعالبه,500000,307.0,3,معتمدة,,,6
2020,يوليو,جده,حي/الثعالبه,0,0.0,0,معتمدة,,,7
2020,اوغسطس,جده,حي/الثعالبه,100000,97.83,1,معتمدة,,,8
2020,سبتمبر,جده,حي/الثعالبه,418000,317.37,2,معتمدة,,,9
2020,اكتوبر,جده,حي/الثعالبه,35000,97.75,1,معتمدة,,,10
2020,نوفمبر,جده,حي/الثعالبه,150000,111.34,1,معتمدة,,,11
2020,ديسمبر,جده,حي/الثعالبه,100000,77.0,1,معتمدة,,,12
2020,يناير,جده,حي/الثغر,1200000,529.0,1,معتمدة,,,1
2020,فبراير,جده,حي/الثغر,1100000,350.95,2,معتمدة,,,2
2020,مارس,جده,حي/الثغر,0,0.0,0,معتمدة,,,3
2020,ابريل,جده,حي/الثغر,0,0.0,0,معتمدة,,,4
2020,مايو,جده,حي/الثغر,0,0.0,0,معتمدة,,,5
2020,يونيو,جده,حي/الثغر,1850000,1875.04,4,معتمدة,,,6
2020,يوليو,جده,حي/الثغر,650000,468.53,2,معتمدة,,,7
2020,اوغسطس,جده,حي/الثغر,600000,269.15,2,معتمدة,,,8
2020,سبتمبر,جده,حي/الثغر,1100000,585.5,2,معتمدة,,,9
2020,اكتوبر,جده,حي/الثغر,3150000,1104.0,2,معتمدة,,,10
2020,نوفمبر,جده,حي/الثغر,0,0.0,0,معتمدة,,,11
2020,ديسمبر,جده,حي/الثغر,570000,618.66,3,معتمدة,,,12
2020,يناير,جده,حي/الثغر/ 2,0,0.0,0,معتمدة,,,1
2020,يناير,جده,حي/الجامعة,10435000,5382.38,5,معتمدة,,,1
2020,فبراير,جده,حي/الجامعة,3385000,2363.13,8,معتمدة,,,2
2020,مارس,جده,حي/الجامعة,737000,727.49,4,معتمدة,,,3
2020,ابريل,جده,حي/الجامعة,0,0.0,0,معتمدة,,,4
2020,مايو,جده,حي/الجامعة,580000,195.23,2,معتمدة,,,5
2020,يونيو,جده,حي/الجامعة,3305000,4559.42,6,معتمدة,,,6
2020,يوليو,جده,حي/الجامعة,2478092,1598.67,7,معتمدة,,,7
2020,اوغسطس,جده,حي/الجامعة,500000,300.09,2,معتمدة,,,8
2020,سبتمبر,جده,حي/الجامعة,3444000,1394.05,7,معتمدة,,,9
2020,اكتوبر,جده,حي/الجامعة,1410000,1797.11,6,معتمدة,,,10
2020,نوفمبر,جده,حي/الجامعة,1755000,1082.38,4,معتمدة,,,11
2020,ديسمبر,جده,حي/الجامعة,2755000,513.46,3,معتمدة,,,12
2020,يناير,جده,حي/الجامعيين,6323650,24062.21,20,معتمدة,,,1
2020,فبراير,جده,حي/الجامعيين,10317600,32307.06,26,معتمدة,,,2
2020,مارس,جده,حي/الجامعيين,9644500,28971.3,23,معتمدة,,,3
2020,ابريل,جده,حي/الجامعيين,350000,1200.0,1,معتمدة,,,4
2020,مايو,جده,حي/الجامعيين,1162500,3600.0,3,معتمدة,,,5
2020,يونيو,جده,حي/الجامعيين,9430000,30607.12,26,معتمدة,,,6
2020,يوليو,جده,حي/الجامعيين,8189000,28675.5,24,معتمدة,,,7
2020,اوغسطس,جده,حي/الجامعيين,9832000,32627.22,27,معتمدة,,,8
2020,سبتمبر,جده,حي/الجامعيين,8920000,31711.0,27,معتمدة,,,9
2020,اكتوبر,جده,حي/الجامعيين,29517356,80167.27,68,معتمدة,,,10
2020,نوفمبر,جده,حي/الجامعيين,29091669,61334.72,50,معتمدة,,,11
2020,ديسمبر,جده,حي/الجامعيين,17138820,42560.46,37,معتمدة,,,12
2020,ديسمبر,جده,حي/الجزء الشرقى غرب طريق المدينة الكيلو 8/7,0,0.0,0,معتمدة,,,12
2020,يناير,جده,حي/الجزيرة,562500,3188.5,4,معتمدة,,,1
2020,فبراير,جده,حي/الجزيرة,2631000,13006.5,18,معتمدة,,,2
2020,مارس,جده,حي/الجزيرة,2459000,11620.5,16,معتمدة,,,3
2020,ابريل,جده,حي/الجزيرة,0,0.0,0,معتمدة,,,4
2020,مايو,جده,حي/الجزيرة,520000,1235.5,2,معتمدة,,,5
2020,يونيو,جده,حي/الجزيرة,1835000,8992.0,14,معتمدة,,,6
2020,يوليو,جده,حي/الجزيرة,1414000,6315.0,10,معتمدة,,,7
2020,اوغسطس,جده,حي/الجزيرة,1458260,6923.63,10,معتمدة,,,8
2020,سبتمبر,جده,حي/الجزيرة,3703000,15554.04,22,معتمدة,,,9
2020,اكتوبر,جده,حي/الجزيرة,3643761,13231.0,18,معتمدة,,,10
2020,نوفمبر,جده,حي/الجزيرة,2155000,7485.0,11,معتمدة,,,11
2020,ديسمبر,جده,حي/الجزيرة,3950000,12231.56,16,معتمدة,,,12
2020,يناير,جده,حي/الجوهرة,2350000,575.0,1,معتمدة,,,1
2020,فبراير,جده,حي/الجوهرة,4000000,1595.5,1,معتمدة,,,2
2020,مارس,جده,حي/الجوهرة,500000,575.0,1,معتمدة,,,3
2020,ابريل,جده,حي/الجوهرة,0,0.0,0,معتمدة,,,4
2020,مايو,جده,حي/الجوهرة,1800000,1200.0,1,معتمدة,,,5
2020,يونيو,جده,حي/الجوهرة,8300000,3619.9,4,معتمدة,,,6
2020,يوليو,جده,حي/الجوهرة,1369566,1120.0,1,معتمدة,,,7
2020,اوغسطس,جده,حي/الجوهرة,0,0.0,0,معتمدة,,,8
2020,سبتمبر,جده,حي/الجوهرة,7263298,3301.33,4,معتمدة,,,9
2020,اكتوبر,جده,حي/الجوهرة,17361806,8011.6366,11,معتمدة,,,10
2020,نوفمبر,جده,حي/الجوهرة,0,0.0,0,معتمدة,,,11
2020,ديسمبر,جده,حي/الجوهرة,1300000,668.75,1,معتمدة,,,12
2020,يناير,جده,حي/الحمدانية,37049568,18225.5,32,معتمدة,,,1
2020,فبراير,جده,حي/الحمدانية,32190020,14775.03,33,معتمدة,,,2
2020,مارس,جده,حي/الحمدانية,22137865,11054.49,28,معتمدة,,,3
2020,ابريل,جده,حي/الحمدانية,5720000,2034.82,6,معتمدة,,,4
2020,مايو,جده,حي/الحمدانية,5250000,2083.0,4,معتمدة,,,5
2020,يونيو,جده,حي/الحمدانية,58295282,32504.04,53,معتمدة,,,6
2020,يوليو,جده,حي/الحمدانية,10627438,5586.379999999999,9,معتمدة,,,7
2020,اوغسطس,جده,حي/الحمدانية,20999228,8266.38,12,معتمدة,,,8
2020,سبتمبر,جده,حي/الحمدانية,30007582,19998.44,33,معتمدة,,,9
2020,اكتوبر,جده,حي/الحمدانية,26789509,14048.472,30,معتمدة,,,10
2020,نوفمبر,جده,حي/الحمدانية,42191020,22256.15,41,معتمدة,,,11
2020,ديسمبر,جده,حي/الحمدانية,41547691,21347.21,37,معتمدة,,,12
2020,يناير,جده,حي/الحمراء,3218000,767.6899999999999,4,معتمدة,,,1
2020,فبراير,جده,حي/الحمراء,31838136,5667.91,9,معتمدة,,,2
2020,مارس,جده,حي/الحمراء,1985213,454.83,3,معتمدة,,,3
2020,ابريل,جده,حي/الحمراء,1122500,450.0,1,معتمدة,,,4
2020,مايو,جده,حي/الحمراء,2302887,419.99,3,معتمدة,,,5
2020,يونيو,جده,حي/الحمراء,8094111,1724.8,9,معتمدة,,,6
2020,يوليو,جده,حي/الحمراء,18365000,3616.29,5,معتمدة,,,7
2020,اوغسطس,جده,حي/الحمراء,9105881,1985.29,5,معتمدة,,,8
2020,سبتمبر,جده,حي/الحمراء,9874700,3525.93,3,معتمدة,,,9
2020,اكتوبر,جده,حي/الحمراء,10675000,1216.27,4,معتمدة,,,10
2020,نوفمبر,جده,حي/الحمراء,12200000,1139.67,2,معتمدة,,,11
2020,ديسمبر,جده,حي/الحمراء,1400000,158.13,1,معتمدة,,,12
2020,سبتمبر,جده,حي/الحمراء/ 1,220000,60.01,1,معتمدة,,,9
2020,يناير,جده,حي/الخالدية,16850002,3860.5,6,معتمدة,,,1
2020,فبراير,جده,حي/الخالدية,5000000,1500.0,1,معتمدة,,,2
2020,مارس,جده,حي/الخالدية,4750000,1132.0,2,معتمدة,,,3
2020,ابريل,جده,حي/الخالدية,6650000,1675.0,2,معتمدة,,,4
2020,مايو,جده,حي/الخالدية,500000,139.81,1,معتمدة,,,5
2020,يونيو,جده,حي/الخالدية,130759104,37004.13,19,معتمدة,,,6
2020,يوليو,جده,حي/الخالدية,14325000,3765.5,5,معتمدة,,,7
2020,اوغسطس,جده,حي/الخالدية,3000000,390.0,1,معتمدة,,,8
2020,سبتمبر,جده,حي/الخالدية,25459148,4460.24,6,معتمدة,,,9
2020,اكتوبر,جده,حي/الخالدية,3412500,375.0,1,معتمدة,,,10
2020,نوفمبر,جده,حي/الخالدية,38750000,5569.2,3,معتمدة,,,11
2020,ديسمبر,جده,حي/الخالدية,10900000,1272.68,3,معتمدة,,,12
2020,يناير,جده,حي/الخالدية شمال جده غرب طريق المدينه كيلو 10/9,0,0.0,0,معتمدة,,,1
2020,يناير,جده,حي/الخليج,16800990,36395.37,44,معتمدة,,,1
2020,فبراير,جده,حي/الخليج,32797998,67360.6,66,معتمدة,,,2
2020,مارس,جده,حي/الخليج,25349250,51485.1,58,معتمدة,,,3
2020,ابريل,جده,حي/الخليج,594000,1800.0,2,معتمدة,,,4
2020,مايو,جده,حي/الخليج,2230000,5391.0,6,معتمدة,,,5
2020,يونيو,جده,حي/الخليج,34670000,90259.19,71,معتمدة,,,6
2020,يوليو,جده,حي/الخليج,12023631,26196.94,32,معتمدة,,,7
2020,اوغسطس,جده,حي/الخليج,15217826,30301.5,35,معتمدة,,,8
2020,سبتمبر,جده,حي/الخليج,23313622,51032.0,63,معتمدة,,,9
2020,اكتوبر,جده,حي/الخليج,36003955,70111.32,83,معتمدة,,,10
2020,نوفمبر,جده,حي/الخليج,49103035,89584.84,106,معتمدة,,,11
2020,ديسمبر,جده,حي/الخليج,47403170,74938.57,90,معتمدة,,,12
2020,يناير,جده,حي/الخمرة,11210000,10400.0,20,معتمدة,,,1
2020,فبراير,جده,حي/الخمرة,14703655,15970.5,29,معتمدة,,,2
2020,مارس,جده,حي/الخمرة,9393784,8375.0,17,معتمدة,,,3
2020,ابريل,جده,حي/الخمرة,5530000,2392.1,6,معتمدة,,,4
2020,مايو,جده,حي/الخمرة,4383315,2200.0,6,معتمدة,,,5
2020,يونيو,جده,حي/الخمرة,14087203,24194.05,20,معتمدة,,,6
2020,يوليو,جده,حي/الخمرة,4663744,8993.0,12,معتمدة,,,7
2020,اوغسطس,جده,حي/الخمرة,15228209,14577.24,22,معتمدة,,,8
2020,سبتمبر,جده,حي/الخمرة,9038689,10567.57,18,معتمدة,,,9
2020,اكتوبر,جده,حي/الخمرة,32132528,62669.36,21,معتمدة,,,10
2020,نوفمبر,جده,حي/الخمرة,33697053,102219.39,21,معتمدة,,,11
