year,month,city,district,price_riyals,area_m2,no_deals,status,realstate_cls,realstate_type
2018,مايو,الرياض,حي/البرية,170000000,433345.02,1,معتمدة,,
2018,يونيو,الرياض,حي/البرية,5000000,4922.17,1,معتمدة,,
2018,يوليو,الرياض,حي/البرية,300000,900.0,1,معتمدة,,
2018,اوغسطس,الرياض,حي/البرية,230000,1140.0,2,معتمدة,,
2018,سبتمبر,الرياض,حي/البرية,200000,1560.0,2,معتمدة,,
2018,اكتوبر,الرياض,حي/البرية,73912,660.0,1,معتمدة,,
2018,نوفمبر,الرياض,حي/البرية,200000,1255.0,2,معتمدة,,
2018,ديسمبر,الرياض,حي/البرية,290000,1762.5,3,معتمدة,,
2018,فبراير,الرياض,حي/البطحاء,0,0.0,0,معتمدة,,
2018,يونيو,الرياض,حي/البطحاء,0,0.0,0,معتمدة,,
2018,يوليو,الرياض,حي/البطحاء,0,0.0,0,معتمدة,,
2018,اوغسطس,الرياض,حي/البطحاء,400000,193.98,1,معتمدة,,
2018,نوفمبر,الرياض,حي/البطحاء,54000,121.0,1,معتمدة,,
2018,ديسمبر,الرياض,حي/البطحاء,0,0.0,0,معتمدة,,
2018,يناير,الرياض,حي/البيان,2449615,2080.7799999999997,6,معتمدة,,
2018,فبراير,الرياض,حي/البيان,1571750,1446.6999999999998,4,معتمدة,,
2018,مارس,الرياض,حي/البيان,4057020,6078.699999999999,14,معتمدة,,
2018,ابريل,الرياض,حي/البيان,3702730,4115.82,8,معتمدة,,
2018,مايو,الرياض,حي/البيان,1106338,1342.6100000000001,3,معتمدة,,
2018,يونيو,الرياض,حي/البيان,910000,1143.82,3,معتمدة,,
2018,يوليو,الرياض,حي/البيان,1473700,2044.5,5,معتمدة,,
2018,اوغسطس,الرياض,حي/البيان,323200,404.19,1,معتمدة,,
2018,سبتمبر,الرياض,حي/البيان,830000,1051.81,2,معتمدة,,
2018,اكتوبر,الرياض,حي/البيان,3302575,7819.13,7,معتمدة,,
2018,نوفمبر,الرياض,حي/البيان,1152500,1635.0,3,معتمدة,,
2018,ديسمبر,الرياض,حي/البيان,9023470,12476.6,20,معتمدة,,
2018,يناير,الرياض,حي/التعاون,6590803,2394.3279999999995,6,معتمدة,,
2018,فبراير,الرياض,حي/التعاون,5765107,1547.04,6,معتمدة,,
2018,مارس,الرياض,حي/التعاون,22938287,5695.589999999999,13,معتمدة,,
2018,ابريل,الرياض,حي/التعاون,37913309,7478.4887,11,معتمدة,,
2018,مايو,الرياض,حي/التعاون,48476633,20757.91,18,معتمدة,,
2018,يونيو,الرياض,حي/التعاون,2205000,784.35,3,معتمدة,,
2018,يوليو,الرياض,حي/التعاون,22821086,6552.61,14,معتمدة,,
